,Unnamed: 0,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens,keyatm_label,Accuracy
67,24765,B000AYER0U,Illuminated Touch Screen Sudoku Puzzle Game,A1CCB4ZN8H1EW4,0/0,5.0,1283644800,"Yes! I really like this ""toy"". So much so, after years of use and being dropped multiple times, it just wore out! I really enjoy the time feature - I like to see if I can beat my last best time. I'm afraid it may have spoiled me for the paper versions. This is so easy to carry and travel with! I highly recommend the Illuminated Touch Screen Sudoku Puzzle Game!",toys games,electronics for kids,unknown,71,toys games,True
68,31314,B000ES1R2I,"Ahmad Tea Blackcurrant Burst Black Tea, 20-Count Boxes (Pack of 6)",A3PY51HOZOTR9W,1/1,5.0,1312934400,"I don't have fresh blackcurrant fruit every day so I'm not sure if this tea gets the flavor exactly right but it sure is close to what I expected. It's a refreshing change from the norm in black teas (plain, lemon, berry etc...). A few reviewers found it plain tasting which might be due to the fact that the flavor becomes more familiar after a few sips (the flavor doesn't last long in your mouth as if you're chewing flavored gum), but most tea lovers should still find it a refreshing change.",grocery gourmet food,beverages,tea,92,grocery gourmet food,True
69,39842,B000MRUS08,FunFresh Foods Himalayan Pink Sea Salt,A20BC3R2NBN646,0/0,4.0,1343606400,"I heard that Himalayan Pink Sea Salt was spoken of highly so when I needed to buy some more salt I decided to try this. I have always used sea salt in a salt grinder. The main differences between regular sea salt and this product, I would say, are that this is a very finely ground product, and it seems to be the saltiest salt I have ever tried. I definitely have to be careful and not use a lot because a little goes a long way flavor wise. Also, even though it is a finely ground sea salt I still use it in my salt grinder and it works perfectly fine. Overall I would say that I do like this product and I would recommend this to anyone who is looking for something new to add a little more flavor to their food. Just remember, a little goes a long way!",grocery gourmet food,pantry staples,herbs,152,pet supplies,False
70,17103,B000I2Z17W,The Art of Shaving Shaving Cream - 5.3 fl. oz.,A36FVO23D2K7FF,0/5,1.0,1233014400,"I have tried many shaving creams to avoid razor burn, and for the money, this is the worst I have tried. I get a better shave from average shave gel. This product is not worth the money at all.",health personal care,personal care,shaving hair removal,39,health personal care,True
71,21000,B00018ZVSC,Escal French Burgundy Escargots Snails - 3 Dozen,A2IIQAJ1TII1D0,6/6,5.0,1261008000,Excellent product. I came across a recipe for escargot in mushroom caps and was looking for large escargot. Local markets only had smaller ones and were much more expensive then Escal. Escargot in garlic butter in mushroom caps with grated cheese. Placed on thin toasted french bread for balance and to soak up excess garlic butter. WONDERFUL!!!,grocery gourmet food,meat poultry,exotic meats,57,grocery gourmet food,True
72,16962,B000LGUFV2,InStep Run Around LTD Jogging Stroller (Sungold/Grey),AGY5Y1MVNVO5T,3/3,4.0,1232236800,"I wanted a light and simple jogger without all the extra fuss, and that is what I got. It is very sturdy and seems to be well built - it has survived long jogs on rural farming roads! If you are looking for amenities, this probably isn't the stroller for you. It doesn't negotiate sharp turns well at all, so I wouldn't advise taking it to the mall or the grocery store, but it is an awesome stroller for getting out and getting some exercise.",baby products,strollers,joggers,85,baby products,True
73,18347,B0002DJXT4,JW Pet Bad Cuz Rubber Dog Toy,A3EV40EIQ7APHK,0/0,5.0,1241222400,"Gunnar is my 11 month old Dobermann, and he loves squeaky toys. Loves them so much it takes him all of two minutes to surgically separate their internals. That was until I got him a Bad Cuz. Been three weeks and it's still standing, still mostly in one piece, and still squeaking as loud as day one. He did try to rip the horns off the little devil and it's full of little dings from him biting it, but all in all, it's one tough little toy - the best squeaky I've bought him so far!",pet supplies,dogs,toys,96,health personal care,False
74,22357,B000F40966,"Taylors of Harrogate, Yorkshire Tea Gold Tea, Loose Leaf 1 Kilo",A20UJ8D996VRC7,0/0,5.0,1268092800,"I am loving the flavor of this tea! My Mom had some in tea bags that she gave me that I fell in love with. So much so that when I got to the bottom of the box, I horded the last tea bag because I didn't want to use it all up. After doing a search for this tea on the net, I was super pleased to find that Amazon carried it because my local grocery stores (and I checked all of them) didn't. I took a leap and got the big bag of loose tea and haven't been disappointed. I even got my husband and my Mother-in-law hooked on it. We got her a big bag for her birthday. Having spent time in Russia, both she and my hubby said this tea reminded them of the wonderful tea that they had there and hadn't been able to find anywhere in the US. This full bodied, rich black tea is good plain, sweetened, with cream, lemon or iced. I will never use lipton tea again for my Summer iced tea. There is no comparison. And I WILL be reordering. If this is what the English drink for tea time, I can see why they have to have it every day. Order it loose or in bags, you will not be disappointed.",grocery gourmet food,beverages,tea,222,grocery gourmet food,True
75,39927,B000EUHIFG,Dymatize Nutrition - Nutrition Super Amino 23000 mg - 16 fl oz (473 ml),A13K6DOU6YMF1N,1/3,1.0,1343865600,"Hello Dear Seller.Please, cheack all the Expired date of your products, before send it. Because this item has problem whit the flavor, It is different to the firts that I bought to the same seller. I bought two times the same Super Amino Grape flavor, and the second has a flavor very different to the first. It was a bad flavor. and when i check the expired date, it is out of day.Thanks",health personal care,nutrition wellness,vitamins supplements,73,grocery gourmet food,False
76,1111,B00000J3EX,Spy Vision Goggles,A6QNYGPJO678F,13/14,1.0,1039651200,"Night vision goggles? Get real. Of course they aren't ""night vision"", and I didn't expect them to be. They are two pen lights mounted on a headset.The real problem is, they don't even work very well as a head mounted flashlight",toys games,electronics for kids,unknown,41,health personal care,False
77,23911,B000MUTRT8,Acne Treatment Serum,A8BJAVGLITY0U,1/1,5.0,1278633600,"I have had acne issues since puberty. I tried everything, even went to a specialist and bought the two hundred bottle creams, and none worked, so I had to take medication. But after a while, the side effects were bad so I quit them. I went online and searched for new non advertized products and that is when I found Exposed skincare. I was skeptical of course, as someone who tried almost everything, but they do offer a one year money back guarantee, so I tried them. In three weeks, my skin was clear. After six month of using them, I don't break out anymore.The only thing I don't like is that the bottles are really small. And the price is a bit too steep, but I still pay it.I only wish I knew about them before the stupid medication.Another thing I love is that if you try it and like it. You can send in old creams that never worked for you and you get a $25 credit on your next order.",beauty,skin care,face,173,beauty,True
78,227,B00000J0AO,Lamaze - Soft Sorter,unknown,3/3,4.0,956275200,"I bought this toy for my daughter at Christmas when she was 4 months old. She was really too young to play with it at that time. She's now 8 months, and we recently took it out again for her. She doesn't put the shapes into the box itself, but she likes to play with the shapes themselves, especially the crinkly triangle. I think this is a good toy for my daughter to play with in various ways as she gets older.",toys games,baby toddler toys,unknown,82,toys games,True
79,19973,B000052YE1,Herpecin L,A3H503B0ZUOHFN,4/8,1.0,1253750400,"The description is totally wrong on this product. The product that we were looking for was the Herpecin-L stick with the 36spf; however when we received the product it is actually a 30spf. After doing further research we found that the formula has changed. We had already purchase the 30spf in a local store and it didn't work; however we had an old tube that did work and it was a 36spf.ABC Wholesale was very efficient in refunding our money. However, if the description had been correct, it would had saved all of us a lot of time and effort.",health personal care,personal care,lip care products,100,health personal care,True
80,32160,B000231EX2,VTech - Move & Crawl Electronic Activity Ball,A14QEE88RZFA93,0/0,1.0,1316390400,"This toy does not hold my daughter's interest. The sounds and limited songs are obnoxious. There are three animal sounds, 3 shape names, and 3 number names. The monkey doesn't even sound like a monkey! Contrary to the name, my daugther does not want to crawl after this ball. It only moves in a tiny circle so how is she supposed to crawl after it? Waste of money.",toys games,baby toddler toys,balls,68,toys games,True
81,19840,B000FEF1V4,Philips Norelco T980 Turbo Vacuum Trimmer,AGQYH9AWQD2LG,1/1,5.0,1252800000,"This is my story of how I came to possess quite possibly the greatest trimmer known to man:I did a Google search for ""top trimmer.""I found a website that recommended this trimmer.I went to Amazon and watched the guy who posted the video review of the trimmer.I purchased the trimmer.I used the trimmer.I fell in love.Thank you Philip Norelco. You've made me a sexier man.",health personal care,personal care,shaving hair removal,65,pet supplies,False
82,24809,B000F6UR6Q,"Urine Off Odor and Stain Remover for Cats, 1 Gallon",A36VDJ631KKZIW,1/4,1.0,1283904000,"Too good to be true. Paid $26 for the stuff, and it hardly got out the odor, but my cat continues to pee in the same spot every chance he gets. Nothing short of replacing the carpet will get him to stop, and I can't- I rent. VERY disappointing!",pet supplies,cats,litter housebreaking,49,pet supplies,True
83,24725,B00008ODBG,Prince Lionheart Ultimate Wipes Warmer,AP7B556O3K7QN,0/0,3.0,1283299200,"While my son loves the fact that the wipes are warm when I use them, the stupid lid to the warmer won't stay shut. It is constantly drying out the wipes that are in there and I have to constantly go back and shut the lid. I've even tried putting something on top of the warmer, but that just makes it more difficult for me when I go to change a diaper. I would recommend this warmer if you have plenty of extra time throughout your day to make sure the dang lid stays shut! Also, if you have a money tree you can go pick money off of to replace all the dried up wipes then this is the product for you. Yes, I have been replacing the replacement pillow so it isn't that. Just frustrates me to spend so much money on something that doesn't work properly.",baby products,diapering,wipes holders,149,baby products,True
84,20650,B0009XBX4K,Medela Breastmilk Freezing & Storage (*BPA Free) 12 Pack of 80ml Bottles in Retail Packaging #87061,A398R165PXFOSS,2/2,4.0,1258588800,I love these containers because they're compact - more upright than wide - and they are economical compared to one-time use bags. The only thing I hate about them is that they only come in 2.7 ounce size! MEDELA,baby products,feeding,breastfeeding,39,baby products,True
85,7147,B000BF2V56,"Kiddopotamus SwaddleMe Microfleece, Small",A2BUXY4Z6DYKUP,3/3,5.0,1159574400,"My husband's paternity leave ended at about 6 weeks, and he works a lot of nights, so we needed a way for me to swaddle her tightly enough (I could never seem to get it right with the regular blankets), and these were excellent!The trick to making the velcro last is to wash them seperately if you can, to avoid getting other fabrics stuck in it. I did this, and I never had a problem with them losing stickiness.We used these faithfully until the summertime, when we realized we had to give them up because they were just too hot. When we did finally try a night without them (at about 8 months) she didn't protest at all, and she is still a great sleeper to this day.",baby products,nursery,unknown,128,baby products,True
86,6616,B000EHQXI2,Tamagotchi Connection,unknown,2/2,5.0,1151107200,"I AM 8 AND I HAVE A VERSION 3 TAMAGOTCHI. IT IS GREAT AND MUCH BETTER THAN VERSION 2! IT HAS PASSWORDS AND YOU CAN CHOOSE MEALS AND SNACKS. ON MEAL, YOU CAN CHOOSE SCONE, SUSHI, BREAD AND CEREAL. ON SNACK, YOU CAN GET A CONE, PUDDING, TART, APPLE AND YOGURT.I HAVE A WHITE AND BLACK ONE. YOU CAN ALSO TYPE IN TAMOGOTCHI.COM AND GET LOADS OF EXTRA PASSWORDS. YOU CAN EVEN MAKE DONATIONS TO THE TAMAGOTCHI KING! THERE ARE LOTS MORE GAMES WHEN YOU CONNECT WITH ANOTHER VERSION 3 TAMOGOTCHI. YOU CAN STILL CONNECT WITH V.1 AND V.2. IT IS GREAT I LOVE IT HOPE YOU BUY IT.",toys games,electronics for kids,electronic pets,109,grocery gourmet food,False
87,15618,B0002DU57I,Bio-K+ CL1285 Capsules -25 Billion Cells Per Capsule (15 Capsules) Brand,A1MI415M5XHRHX,4/11,2.0,1224201600,"So this is bacteria, expensive bacteria. When the pharmacy orders it, it comes with ice packs. Why didn't it come with an ice pack? How much bacteria is alive after how many days in transit with the postal service? I even paid extra to have it shipped faster, thinking the ice might not be melted by the time it got here. Thank goodness I ordered the pills and not the yogurt. I'm wondering if any bacteria is even alive by the time it reached me.",health personal care,nutrition wellness,unknown,85,grocery gourmet food,False
88,26823,B000HEECYY,Sinus Buster Classic Formula by Sinus Buster - .68 Ounces,A15AJIO6Z3QN3I,0/1,1.0,1293753600,"About the Pain - Like anything that can cause discomfort, each person's individual pain threshold will determine how something like this affects them. I probably fall some where in the middle, so the pain was definitely intense, but didn't last too long, and would have been worth it if it had done anything...About the Relief - Unfortunately, the relief was non-existent for me. Admittedly, I have chronic sinus issues, but this product did nothing at all for me. If it helped at all, it would only provide relief for a minute or two. Most often, not even that. I have tried it off and on for a month or so and have finally given up that it would ever give me any relief under any condition, even when i'm just slightly stuffy.",health personal care,health care,allergy,132,health personal care,True
89,15396,B000JMIJKW,DOUBLE 6 Dominoes Grey vinyl case,A1DJFSM2JIKKR4,2/2,5.0,1222646400,"Dominoes has been a long-time tradition in my family, and I was excited to bring it to my students. This set of double 6 dominoes is so inexpensive, I was able to buy a few sets for my classroom! The game teaches counting, adding, and subtracting - I'm thrilled to see my students practicing their simple math operations and enjoying it, too! This game is played best in small groups of 3 or 4. The quality was fine for this low price and for our classroom purposes.",toys games,games,tile games,87,toys games,True
90,38281,B00006JN4M,L'Oreal Paris Superior Preference Color Care System,A3A4UZFBZ2IWJ3,1/1,5.0,1337904000,"The words on the box are there for a reason ladies and gents! If you are not within two shades of your natural haircolor the color you choose is going to disappoint you for one, also keep in mind, if you've previously had dark hair it is best to use a product such as color oops! to lift the old dye out before using this product otherwise you are not going to get the results you want!!8 1/2a worked great for me. Had been dark for more than 7 years, decided to go lighter and used color oops to strip my hair at home and highlighted the next day. Fast forward to 3 days ago I re-highlighted and didn't like the way the new highlights came out(they were too platinum white looking) so I took a leap of faith and bought this(knowing full well I also had roots which had grown out), and it worked perfectly to color my hair, keeping some of the highlights in the areas in which I had intended to be(top sides front) and coloring my roots to blend nicely while maintaining the slightly darker undertones underneath my hair that I like. I would recommend to a friend, if she were to follow the instructions of course :)Only thing is the woman on the box is different, but its still the same product.",beauty,hair care,hair color,227,beauty,True
91,35212,B00000J2AU,Star Wars Qui-Gon Jinn of Naboo w/Lightsaber and Handle,A8FVMM1PNLOAV,0/0,3.0,1326585600,"I like this figures in order to recreate some scenes of the movies, and an important scene of the phantom menace is the one where Qui-Go Jinn dies. This figure is perfect to recreate that scene, and the price was reasonable for me.",toys games,action toy figures,figures,43,grocery gourmet food,False
92,2268,B0000CBGBT,Fisher Price - Aquarium Take-along Swing,unknown,11/14,1.0,1077667200,"When I originally bought this, I thought it was great! Music, lights, and a toy and swing combo with great colors. However, I soon found out that it is NOT SAFE for babies that cannot hold up their head! My 7 week old started leaning, and within 30 seconds was in a position where his head was between the frame and light stand over the net area of one side. Fortunately, it was only for a split second and he is o.k. This may be fine for older infants, but I would not take the chance! I brought this one back immediately!",baby products,gear,swings,102,toys games,False
93,39101,B0009YD810,Peter's Woven Grass Mat for Rabbits,A1EL0WD73VJUD,1/1,2.0,1341100800,"The idea of these mats is pretty cool and appealing. The reality isn't even close.I found it cheaper to just buy - or pick - some grass, hay, hemp, or whatever, or something for them to chew on. None of my rabbits ever use these to sit on - they just tear them up.",pet supplies,bunny rabbit central,rabbit hutches,54,baby products,False
94,9645,B0007INH3C,YuGiOh! Zombie Madness Structure Deck - Yu-Gi-Oh! Trading Card Game,AFI5WI3GVZKH4,1/1,4.0,1179878400,"special summon is the key to this deck, call of the mummy will help bring monsters out, vampire genesis will allow you to special summon monsters out of the graveyard at an expense of discarding a monster from your hand, then book of life can special summon that monster out of the graveyard.",toys games,games,trading card games,53,toys games,True
95,3411,B0001HYLQG,Philips Norelco HQ170 Cool Skin Nivea for Men Lotion Replacement Cartridge (5 cartridges),A3PWYQAF5LHEH0,3/3,5.0,1103500800,"I just bought the 7735X Norelco electric shaver, and it's the best shaver investment I have made yet. The ability to dispense the lotion directly from the shaver is great, and the closeness of the shave is amazing. The best part is that it does this with little to no irritation unlike my past electric shavers. I highly recommend these lotion cartridges to anyone who has these shavers!!!",health personal care,personal care,shaving hair removal,68,health personal care,True
96,39056,B000GRA6N8,Westing Game,A2T4CP81MRKLWB,0/0,5.0,1340928000,"This book is mainly for readers that like a humorous murder mystery. Full of clues, greed, money and many other elements this book is great for late night read. If you want you can even try solving some of the problems yourself in the Westing Game the well written book.",toys games,games,unknown,50,toys games,True
97,17872,B000N1RVJ4,"Aurora Plush Pamy Flopsie - 12""",A3EDBNJZCIHW1D,2/2,5.0,1238112000,I purchased this pomeranian because it looked just like my pomeranian. It was even better than the picture. I absolutely love it because it is marked up just like my Chipper. So when (God Forbid) I lose my Chipper I will always have this adorable plush pamy pomeranian to hold dear to my heart.,toys games,stuffed animals plush,animals figures,54,grocery gourmet food,False
98,8344,B000AQE7K8,Homedics Therapist Select Shiatsu Massaging Cushion SBM-300,A3D36RJX2VFMCX,0/0,5.0,1169078400,"This product was marketed in many stores - Amazon was $25 cheaper than Kohl's, who (and obviously) falsely claimed to have the lowest price. The delivery, one week before Christmas, took under twenty four hours to my home.",health personal care,health care,massage relaxation,38,pet supplies,False
99,6418,B000BX4TTO,Bratz,A2FPD5HJHBB7S4,1/1,5.0,1146700800,"The Bratz are iviting you to the Beach in the Bratz ""Spring Break!"" collection! Join Cloe, Yasmin and their new friend Leah for a fun day at the beach.Bratz Cloe ""Spring Break!"" doll comes to you with:Outfits(2)Pairs Of Snap-On Shoes(2)Pair Of Earrings(On Cloe's ears!)Pair Of SunglassesHairbrushBagTowelThis Cloe doll is absolutely beautiful and pretty. A must-add to any Bratz Fanz, Luverz and/or Collectorz' collection. This Cloe is my very 1st Cloe doll. Her hair is so pretty.Fulliem",toys games,dolls accessories,dolls,76,grocery gourmet food,False
100,33670,B00021KD2C,derma e Vitamin A Retinyl Palmitate Wrinkle Treatment Crme,A2CZE9Q99WJND2,16/21,5.0,1322352000,"Vitamin A Wrinkle Treatment Creme - 4 oz. - Cream. *****I was trying to save some money by ordering my skin care cream from amazon. The product is made by derma e and when I started using it. I noticed that it smelled different my skin tingled, almost burning. Unfortunately I bought two and I waited one day too long to return it. That, of course, is my fault. I assume that the supplier is selling old stock or it has been sitting in a hot warehouse somewhere for too long. The product itself is excellent but watch out ordering through companies like amazon. (You would be safe to buy from derma e) I think I'll continue to buy skin care products at the store.",beauty,skin care,face,125,beauty,True
101,37575,B000KEZCXQ,Power NO2 - 90 Capsules Nitric Oxide Muscle Building And Muscle Enhancing Hemodilator,A17D82TTT4V15X,1/1,3.0,1334966400,"This product seems ok, not sure if works or not, trying it now and was easy to use and all, but not sure if really worked, a little cheaper than others I have found, but who knows? Who knows, seemed OK.",health personal care,nutrition wellness,sports supplements,41,baby products,False
102,26259,B000BJBH3Y,"Medline Offset Handle Cane, Black",A31SB1G9NVOXJC,0/0,5.0,1291420800,"Extremely low priced cane, and arrived two days after I ordered.I ordered it for my grandfather, who needed a new cane. From his words, he said it was extremely sturdy and probably one of the best canes he's had in years. I even tried it out myself (even though I don't need a cane) and it seemed to be a real quality cane. Also, it has a great adjustment range. My grandfather is 5'4"", and I'm 6 feet, and it adjusted to both of our heights. Perfect!",health personal care,medical supplies equipment,mobility aids equipment,87,grocery gourmet food,False
103,5646,B00005B6ZN,Remington PG-200 Precision Deluxe Personal Groomer,A3NIMM2RH9RI8B,0/0,2.0,1136592000,"I actually went online to look for an attachment replacement and found this site where it seems to happen to everybody else. It would be a 5 star, if the attachments didn't break so easily.",health personal care,personal care,shaving hair removal,35,baby products,False
104,28027,B000PDHUT6,Bumble & Bumble Styling Creme (select option/size),A1AUJF9OFVY9KJ,0/0,5.0,1298505600,I'm a male with the longest hair I've ever had and it curls and does all kinds of crazy stuff. I Used this product for the first time and I am pleasantly surprised at how good my hair looked. I go for that bad head sorta look and my hair tends look better the longer I go without washing it. This replicated the 2 days without washing it look and kept my bangs from doing that crazy curl and stick straight out thing. I will purchase more when I run out!,beauty,hair care,styling products,91,beauty,True
105,24182,B000H8C9FE,Skin Milk Shower Gel 22 oz.,A26M2CZJ7NT71W,1/1,5.0,1280188800,"The fragrance is just right; not too ovepowering nor too bland. I have never felt more committed to a particular brand of bath product. I will always remain loyal to the Skin Milk product for as long as they are on the market. My skin responds well to the shower gel and lotion. Some body lotion leave me itching after use, NOT Skin Milk. I highly recommend this to anyone especially people with sensitive skin.",beauty,bath body,cleansers,75,beauty,True
106,38776,B0000DEW91,"Summer Infant Sure and Secure Extra Tall Walk-Thru Gate, White",A2AVTAK94JT9MC,0/0,2.0,1339891200,"This gate just does not do it for us. It needs constant tweaking to ensure that both the bottom and top locking apparatus are capable of being engaged. You can't just swing it shut to lock either. It is a very frustrating gate and we will be replacing it shortly. We do, however, like the wall caps that it came with to put the pressure mounted rubber stops in, we feel it adds security that our big little boy can't just fall into it and knock it down. I wish they sold these separately but they don't unless you buy a twenty dollar parts replacement kit...",baby products,safety,gates doorways,106,baby products,True
107,24689,B000LCD2GQ,Melissa & Doug Deluxe Wooden 48-Piece Jigsaw Puzzle - Pirates,A386A3DGDMQCCH,0/0,5.0,1283126400,This is a great puzzle. The pieces are durable and it fits together so nicely/tightly so that you can travel with it and not be afraid that you are going to lose pieces. My 2.5 year old is a big fan and it is nice to find a puzzle that is durable for him. He really enjoys the pirates also. Another great product from Melissa and Doug!,toys games,puzzles,jigsaw puzzles,67,toys games,True
108,7470,B000HG00XY,Mattel Disney Princess Ariel Mermaid ROYAL WEDDING,A107YZQXYFYG2L,2/2,5.0,1164758400,"Does this Ariel have feet or fins? I can't tell from the package. I know my daughter would love to switch it back and forth during her play.Also, I saw this on the shelf at Target today for $19.99. Who the heck is this guy charging $50 for it online?",toys games,dolls accessories,dolls,50,toys games,True
109,10412,B000C22J2S,Peter Potty Toddler Urinal,A1V6XZI9QOJIXP,1/1,5.0,1186790400,"This is the perfect potty for any toddler boy! My almost 3 year old was so excited when it arrived that he continuously ran back and forth to use the restroom (even when he couldn't even go he wanted to try), because it was so much fun to him. The Peter Potty has an adjustable height and it really flushes into an asily accessible reservoir! Because of it's ease of use, it has helped my son become more independent with his potty needs!",baby products,potty training,potties seats,83,toys games,False
110,33262,B0002AQF9S,Elite Thermostatic Heater,A2QO6CLHRQD90Z,1/1,1.0,1320624000,"This product was a severe disappointment. I maintained this heater as I was supposed to--kept it at the proper water level, etc. A week after opening it, the product began to randomly turn off altogether--i.e. leave the water ice cold--or heat up to the point of being painful to the touch. Two weeks after opening the product, it began to sizzle in the tank. For fear that my fish would be hurt or electrocuted, I removed it from the tank and unplugged it. Five minutes after placing it on the floor, it started to smell like burning. I picked the product up and found a huge burn hole in my floor where it had been. The bottom of the heater exploded off. I managed to be able to pick the pieces up with a plastic bag after ten minutes of attempts. I was terrified that something in my room would catch fire. After this whole ordeal, my baby dalmatian molly, the only fish in the tank, died. I contacted the seller, and their response was an underwhelming, ""Well, you did it wrong."" They were unapologetic and unsympathetic about anything that transgressed, proceeding to outline what I did to cause this whole incident, even though I had done research and knew what I was doing. I am not pleased in the least with this purchase, and would never buy from this seller again, nor would I recommend them to anyone.",pet supplies,fish aquatic pets,aquarium heaters,239,pet supplies,True
111,16341,B000MUK3JG,Camille Beckman Glycerine Hand Therapy,A1IT4I09SA9R85,1/1,5.0,1229472000,"I've been using this product for many years now. I've never found anything that works better to moisturize my skin. I'm a swim coach, out in all of the elements all year long.My hands look and feel so soft that I finally bought the 32 oz jar because I know I will always use this Glycerine cream.",beauty,skin care,hands nails,57,beauty,True
112,26245,B000KV61FC,Premier Busy Buddy Tug-a-Jug Treat Dispensing Dog Toy,A12XGRJQ5BYYBX,2/3,1.0,1291420800,My dogs play constabtly with plastic and rubber type treat toys. I have never has one break before. This bottle on a rope smashed in two places the first day I gave it to my dogs leaving jagged edges at the neck of the bottle and the bottom screw on lid. It was not made to withstand shaking and banging the toy on the ground which dogs generally do with toys on ropes.,pet supplies,dogs,toys,73,pet supplies,True
113,12626,B000FBQ594,Bahlsen Hit Sandwich Cookies,ASW19EF0558BS,3/7,1.0,1201651200,"These are not cookies, they're crackers, crackers with chocolate in them.Imagine a Ritz cracker without salt and chocalate cream on it and that is exactly what these tastes like. I've tried them with milk and they still taste bad.I'll try to find someone to give them too but if I can't I'll just throw the whole box in the trash.",grocery gourmet food,breads bakery,cookies,60,grocery gourmet food,True
114,1695,B000058DM5,BABYBJRN Navy Carrier,unknown,0/0,5.0,1063756800,"I got it before my baby was born. I couldn`t wait to try it. When I did I couldn`t stop using it, because it`s very comfortable for me and for my baby. Worth even more!",baby products,gear,backpacks carriers,35,baby products,True
115,26801,B0002DI4TO,Coralife 00232 Digital Thermometer,A1B70ZEWQ6UH1A,0/0,3.0,1293667200,"Bought 2. Worked well for a few years, then both became widely erratic (off by over 10 F). Suction cup never worked. So, if you don't mind replacing it every few years, it may suit you, otherwise try something else.",pet supplies,fish aquatic pets,health supplies,40,beauty,False
116,21489,B000JXQQ0Q,LEGO Lobster Strike,A1QTD63AF68MJ2,2/2,4.0,1263686400,"Good little set here. Lots of fun elements and good pose-ability. The lobster cant quite support itself on its little legs and the tips will frequently pop off (Easy enough to put back on). Paid fifteen bucks for this so its a great value; two minifigs, lots of uncommon pieces, even a couple printed pieces. I'll keep it out on display for a bit before taking it all apart and adding it to my collection.",toys games,building toys,building sets,75,toys games,True
117,1352,B000067R3D,Transformers,unknown,0/0,4.0,1048896000,"He's big, he's impressive, and he's got some interesting gimmicks. I like him best for his vehicle mode and his super robot mode. But transforming the cab alone into the smaller Optimus reveals that this toy isn't exactly well made. Almost every time I transform him, something falls off and needs to be snapped back on. The big gimmick is the electronics which automatically transform the trailer into its battle platform and armor modes. I would have rather they left out the electronics, concentrated a little more on the quality, and dropped the price about ten bucks. Still a must for fans, though.",toys games,action toy figures,figures,103,toys games,True
118,4247,B00064MULC,Prince Lionheart Play Cabana,A2AHXQYWRVSFLX,5/8,1.0,1119139200,"I bought this tent on 6/6/2005 for my 10 month old boy and used it once at the pool the rest of the time it sat in my dining room. I went to bed one night and it was up, but the next morning it was halfway down. When I went to see what was wrong I saw that one of the rods had snapped off in the metal holder and cannot be fixed. This could actually suffocate a baby if noone was in the room or the baby could hurt themselves if they found the broken rod. I was very disappointed because the size is great. I also agree with the other reviews it is hard to put together because the rods are so tight you have to have alot of strenth to get it set up. Please don't buy this we are going to return but it's such a hassle to spend 39.99 plus tax on something and it breaks in less then a month.",baby products,gear,playards,167,baby products,True
119,35350,B000FIXT2I,"Steamed Brown Rice Bowl, Organic, Microwaveable, 7.4-Ounce Bowls (Pack of 12)",A3CPPW0HUC07YS,0/0,5.0,1326931200,"These brown rice bowls are perfect for long-term storage in your pantry - no refrigeration required! The rice itself is very good, indestinguishable from rice I would cook myself. I like to take them to lunch along with some vegetables and soy sauce, and make my own lunch. I first purchased these at C*stco, but now prefer to get them via Subscribe & Save - delivered to my door!",grocery gourmet food,pantry staples,packaged meals side dishes,69,grocery gourmet food,True
120,30525,B0005ZUAVE,Jiffy Pop Butter Popcorn,AG4U11RFDY7LU,0/0,5.0,1309651200,"Was anything more of a childhood treat than Jiffy Pop? Watching that tinfoil mushroom covering rise up, and knowing there was hot, fresh popcorn inside was just perfect! You had to be a quick pan shaker and not have the heat too high, but it was good fun and good eating! My whole family looked forward to Jiffy Pop!",grocery gourmet food,snack food,popcorn,59,grocery gourmet food,True
121,3189,B00006SHRU,Fisher-Price Dora the Explorer Talking Dora Surprise,A1CQON0P01BITL,14/15,4.0,1099958400,Dora was just recently given to us as a hand me down. Our daughter enjoys having her talk. Encourages great imagination...we will have Dora for a long time I am sure!!! Suggest having one for your little girl!!!,toys games,dolls accessories,dolls,38,toys games,True
122,17426,B000056OV0,PRIMO EuroBath,A1R183KUMNAEO0,0/0,4.0,1234828800,I love the size and spa like design of the tub. It is very large though if you are used to the infant sized tubs. Also if you have a smaller baby and they are sitting up its easy for them to slide around in the tub so just be careful about that.,baby products,bathing skin care,bathing tubs seats,53,baby products,True
