,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens
32287,B000GGOCDE,Pampers Easy Ups Trainers for Boys,A2JX2NCGPOWHCT,0/0,5.0,1316908800,"This is a great gift idea or bulk purchase for parents, because it can cover, actually ""cover,"" your little ones for close to a month or more if your little one is only using them at naptime and overnight. As long as we used the right size and changed them right after waking, we did not have any leakage problems or blow-outs.",baby products,diapering,disposable diapers,62
36259,B000GCUN4U,Revlon ColorSilk Beautiful Color Hair Coloring Products,A1Z71RTL4HXDF5,0/1,1.0,1330041600,"My hair was pretty light, and I put this on wanting the wonderful color on the box and swatch. NO!! It came out an ugly flat darkish brown, not even an appealing brown color, and I followed the directions 100% as directed by the pamphlet that came with the color. There was zero, and I mean ZERO hint of any color in this other than brown.",beauty,hair care,hair color,66
35692,B000L3XYZ4,Drinkwell Platinum Pet Fountain 168oz,A2QGDRQTKTVZ2F,0/0,5.0,1328054400,"Nice fountain, but... very strange though - their packing QA must be a little bad. For some reason my box included a partially filled package from the Drinkwell Aqua Garden kit. It had the seed basket clip and the instructions, but no seeds or basket. Other than that, it works as advertised. Highly recommended for cats and small dogs - it truly encourages them to drink more.",pet supplies,cats,feeding watering supplies,67
37266,B000HP276I,Deborah Lippmann Nail Lacquer,A28828YVMWGDFG,0/0,5.0,1333756800,"I first discovered Across the Universe because of those teases on Pinterest, and I was instantly IN LOVE. This was an obvious must-have. However, I've never been the type to spend more than about $7 on nail polish. After hemming, hawing, goal-setting, scrimping, and lip-biting, I can say that this polish is worth it.I've found that it looks best layered over a dark solid color (I like black) - the base of this polish is blue but if you want opaque, you're looking at using a lot of layers of a fairly pricey polish. The sparkle is beautiful and the large and small glitter pieces make it interesting and give your nails a lovely deep color. Even over a dark base coat I feel the polish looks best with at least 3 coats, and of course topped with a glossy topcoat to make everything really shine and to even out the texture. It seems to take longer to dry than other glitter polishes I've used (namely OPI), but if you're painting your nails you probably don't have much planned in the next half hour anyway.As with all glitter polishes, you're going to want a pure acetone remover and lots of patience when it's time to take it off. I do find that it doesn't peel as easily as OPI glitter, which is a TERRIBLE habit on my part.Also, in a couple places I've seen this referred to as a gel polish - it is NOT a gel polish. It does not require any special techniques or equipment to apply.",beauty,makeup,nails,259
26787,B000QHO0VM,Domo-Kun,A15GV5003UJ8ON,0/1,4.0,1293667200,A guy won a Domo at an amusement park we were at and I stole it from him. He gamely let me keep it but I felt kinda bad. So I went in search for one for him. This was exactly like the one I have and I love it. It's durable and it's DOMO! The size is great and the materials are good.,toys games,stuffed animals plush,unknown,64
27880,B000QSNYGI,Optimum Nutrition 100% Whey Gold Standard,AMPKXP2999LVU,0/0,5.0,1297900800,This is the best tasting whey around. It is also very cheap for the amount of whey you get. I've listed the nutritional facts below for those of you are lazy to look.Nutrional facts:Serviing size:1 rounded scoop (29.4g)Calories:120Calories from fat:10Total Fat:1gSaturated Fat 0.5gTrans fat:0gCholesterol,health personal care,nutrition wellness,nutrition bars drinks,44
24334,B000GLRREU,Waterpik Ultra Water Flosser,AY5C06VM68U8R,0/0,5.0,1281225600,"Excellent tool for oral health - should be used after flossing, brushing, and using rubber tip stimulator. Has multiple attachments (all concealed and stored in lid of water resevoir) for various purposes. Has greatly improved the condition of my gums and my teeth, less plaque at routine cleanings. Bought this to replace a 7 yr. old Water Pik - many very useful improvements.",health personal care,personal care,oral hygiene,63
7052,B000B74EIQ,Disney Mack Truck Playset,A32BZK528N8TCA,20/87,1.0,1157241600,"O.k. Can someone explain to me why a 4- to 8-year-old needs a toy called a Bachelor Pad that expresses the ""racy"" side of this movie character? I don't care how much fun your kid has playing with it, it's not appropriate. When are we parents going to open our eyes and pay attention to what the manufacturers are selling our children?",toys games,vehicles remote control,play vehicles,62
34172,B0009OMU0A,Remington MB-200 Titanium Mustache and Beard Trimmer,A1X6VPH7YRNKER,0/0,2.0,1323820800,"I owned the Remington MB-300 for a long time and loved it. When I needed to replace it, the MB-300 was nowhere to be found. Remington's site is confusing in that it advertises products you don't see at retailers and conversely it doesn't give information about products it makes that do exist at retailers.I found this model as a replacement, and except for being black, it is identical in appearance to the MB-300. The only difference I can tell between the two is that this one will not work unless the battery is charged (that is you cannot run it off of AC power). The problem with this is that the battery charge doesn't last long, and I frequently forget to plug it in, and it takes a long time to charge--so if you needed to trim before heading out the door and forgot to leave this plugged in, you're out of luck.I wrote Remington an e-mail with a suggestion that they bring back the MB-300 model back in October 2011, but they never responded. If I were buying one again, I would make sure the model works when plugged in.",health personal care,personal care,shaving hair removal,191
10549,B000FTHH70,Diaper Dude Diaper Bag,AFTHV54QAFZNB,0/0,5.0,1188086400,"This bag is great. Not only does it look good, but it also has pockets for everything. I get compliments on it wherever I go, both from men and women. I tell all my friends who are dads to get this bag.",baby products,diapering,diaper bags,42
23157,B00005J6QS,"Neutrogena Visibly Firm Eye Cream, Active Copper, 0.5 Ounce",ADJFEZLUTV7LF,0/0,1.0,1273449600,"I applied this to my eye area before bed... and woke up the next morning with red, irritated, flaking skin where I had applied it. Stopped use immediately and it took a couple of days for my skin to recover. Unlike most Neutrogena products, this product is clearly not hypoallergenic.",beauty,skin care,eyes,50
38273,B000HE9YVU,Summit DM06N 12oz Dishwasher Magic,A1QBOC76MIOJYP,1/4,3.0,1337904000,"I bought this a few months ago and used it in our old dishwasher. When I say old, I mean like 15 years old, so there was alot of yuck and buildup in there. I also have well water (hard water), so that leads to even more buildup.I used one bottle of Summit and only barely noticed a difference. I think maybe if I had used it a few more times I would have had better results. I give it 3 stars because I am not totally sure how well it works - I can't say it's amazing, as it did not totally clean up the dishwasher, but I can't honestly say it doesn't work either since my machine was old as dirt and as I said had alot going on with hard water etc.We have since gotten a new dishwasher, so I will keep this product in mind for future use. I do believe it is worth a try and I would buy it again, as well as recommemd it.",health personal care,household supplies,dishwashing,171
25559,B0002I0LL8,Bags on Board Regular Bag Refill Pack,A28QPSCHIZFCJY,0/0,5.0,1287878400,"I love these bags. I actually use them for my cat. I use them to scoop up my cat's litter every day and throw it in the trash. They completely trap the putrid smell, they're just long enough to be able to tie a knot at the end, and they stay closed. Perfect size, reasonable price, and they get the job done. What else could you want for your furry friend's poop?",pet supplies,dogs,litter housebreaking,72
19091,B000C02BIM,"Howard RF2016 Restor-A-Finish Maple-Pine, 16-Ounce",A32PXXJJW14COM,9/9,5.0,1246752000,"It works great!!! I used it on my antique kitchen table that gets a lot of daily wear and tear. My girls are always spilling milk, water, water colors, etc. The table had faded and this brought it back to life. It was quick and easy to use. I love this product!",health personal care,household supplies,household cleaning,52
23495,B000FEF1V4,Philips Norelco T980 Turbo Vacuum Trimmer,A2LVI424C0GRU3,0/0,4.0,1275782400,"the trimmer works well my only complaints are:-getting the adjustable whisker guard in its track and correctly in place is difficult-even on turbo mode some trimmed hair escapes the capture chamberotherwise it works well, seldom needs recharging and does its job relatively quickly",health personal care,personal care,shaving hair removal,43
22858,B00032G1S0,"Tuscan Whole Milk, 1 Gallon, 128 fl oz",A3EVU7CJ6USTZ8,28/29,5.0,1271462400,"Two milks stood ready in a yellow store,And sorry I could not purchase twoAnd be one shopper, long I stoodAnd looked at one as close as I couldTo where I understood each through;Then took the other, as just as fair,And having perhaps the better price,Because it was normal and not Tuscan;Though as for that the containers thereHad held volumes equal and precise,And both that morning equally layIn shelves no customer had wrought dry.Oh, I kept the non-Tuscan for another day!Yet knowing how milk leads on to joy,I doubted if I should ever come again by.I shall be telling this with a nostalgic sighSomewhere ages and ages hence:Two milks available in a mart, and I--I took the Tuscan Whole Milk (1 Gallon, 128 fl oz),And that has made all the difference.",grocery gourmet food,dairy eggs,milk,130
17670,B000BNCA4K,Manhattan Toy Winkel,A2M1H1V3PAKBW5,9/9,3.0,1236470400,"Our friend bought this as a gift for our 3 month old. The design is great for your child's hands and can be easily grasped. The plastic rings are fun to bend & stretch and the center cube offers a slight rattle sound. It could also be refrigerated and used as a teething toy. The only problem we have is it's a little heavy and can be difficult to pass from one hand to another. Our child likes to handle his Oball better because it's lighter weight, but will probably enjoy this toy more when he's older.",baby products,health baby care,teethers,97
14544,B00020V5A2,"Summer Infant Deluxe Day and Night Handheld Color Video Monitor with 2.5"" Screen, Blue",A2QCN979F440BS,1/1,4.0,1216339200,"This monitor has excellent sound quality for the audio portion. It also has good picture quality during the day, but appears more ""snowy"" at night. We have the camera mounted across the room from our daughter's bed, about 12 feet or so, so it may appear clearer if we move the camera closer (haven't tried it yet.) We live on a one acre property, so neighbors are close, but not close enough for any interference. We also have cordless and cell phones in the house with no issues. It works anywhere we need it to outside also and the camera handheld portion is light and easy to carry around. I would definitely recommend this product as it serves it's purpose well, just don't expect picture perfect quality. Regardless, we are entertained watching our 2 1/2 year old while she plays in bed, etc. We are thinking of adding an additonal camera for our baby on the way, but haven't tried it yet.",baby products,safety,monitors,162
9359,B000F4SNNC,"Midwest Puppy Playpen w/ 1/2"" Grid 48L x 48W x 30H",AEWXS4CBXY7LA,1/1,5.0,1178409600,"I got this puppy playpen to try out, and oh my goodness what a difference it has made in my breeding program! It is easy to keep clean, the puppies learned to go on puppy pads, the ease of taking care of the puppies has been excellent. I would reccommend this to anyone serious as a breeder.Debbie Marshall [...]",pet supplies,dogs,houses,59
914,B00005BHK6,My First LeapPad Learning System - Blue,A2XPYWZ8N45XK9,61/61,5.0,1030320000,"I am writing this review to praise the My First Leap Pad product. The ""book"" was given to my son for a Christmas gift last year when he was barely 2. Right away my son figured out how to use the pen and how to press the ""go"" button to start each new activity. It is 8 mos later and this product is still a big hit. My son uses it everyday. He already knows all his ABC's, colors, shapes and we are currently working on phonics. It is wonderful to see his little face light up when he realizes that he has gotten an answer correct. I love this product soo much that I am currently looking for all the new books available. I just can't wait until my child is ready for the next Leap Pad level. This is a product well worth investing in. Like I said my son has used this book EVERYDAY for the past 8 mos, and it has been dropped and tugged on, but is still working fine. One time my son accidently spilled his water on the book and after wiping up the excess water and letting it air dry it was as good as new. Not even a single water stain is visable! My son has also gotten a little curious and tried ripping the books in half, with no success. The books for the My first Leap Pad are just as durable as the holder!! Plus, I have only changed the batteries ONCE in 8mos!! I love this product and plan on buying several to give as gifts!! Leap Frog has out done themselves with this learning tool! Oh, and one more thing, as for the books falling off the main holder, all I can say is that again, my son has used his My First Leap Pad everyday now for the past 8 mos and not once have I seen him struggle to keep the book on the holder. Nor have I had problems with the book falling off, even in the car.This is a GREAT product for parents wanting to get their toddlers off to a head start!!",toys games,action toy figures,figures,360
38620,B00061MO34,Kyjen Outward Hound Front Carrier,A3UC2DLZF7TFB4,1/1,5.0,1339200000,"I like this carrier very much. Previously I purchased the Outward-Sling-go Pet sling carrier, and it was very uncomfortable for my 6.5 chihuahua. Now she is very happy to go out with me in her new front pack carrier. But in my opinion this is good for a couple of hours, as she can only seat on it, not lie-down. Since my walks are about an hour long this carrier is perfect for us.",pet supplies,dogs,carriers travel products,74
2941,B000068NIM,Little Remedies - New Parents Survival Kit,A2CCQH50KTLHN0,4/4,5.0,1093737600,i got this before my little girl was born as a gift. and i love it i use it all the time the gas drops are nice. now i'm having to use the salin drops for her little nose and the teething gel. so far i have loved it you can hold all you meds. togeter that you get from the docotor or store.,health personal care,health care,first aid,64
16686,B000IZ35H2,"Britax Roundabout Convertible Car Seat, New Denim",AOUC7ICPRA5D4,0/0,4.0,1231286400,"This is a great car seat. We also have the Britax Boulevard, and I wish I'd just gotten two of the Roundabout's instead. You don't need all the extra frills and size of the Boulevard...the Roundabout is perfect.",baby products,car seats accessories,car seats,38
14190,B000N7GRP2,Brand New 2013 Model Qlive QL-2000 Quality Foot Calf and Ankle Massager Other products by Qlive,A1K0LZ8SKRGELZ,2/2,5.0,1213488000,This unit is a must have for people that are on their feet all day long.Works better than advertised and is built like a tank. I highly recommend this product and use it on a daily basis.,health personal care,health care,massage relaxation,37
16045,B00000JS5S,Hot Wheels Molded 48 Car Case - Colors and Styles May Vary,A31XLLSGB4GA8M,0/0,5.0,1227398400,"I have bought several of these cases over the years. My boys are now grown, but wanted to keep their Matchbox and Hot Wheels cars, so I purchased several of these cases. They are rigid and well made and hold all but the longest and tallest of the small vehicles. I would recommend them to anyone who wants to organize their Matchbox and Hot Wheels cars, even if it's just for storage and not just from playtime to playtime. I'm quite happy with my cases!",toys games,vehicles remote control,vehicle playsets,85
24374,B0006HBRY0,"Britax Marathon Convertible Car Seat, Cowmooflage",A17660ZJ9579I9,0/0,4.0,1281484800,"I received my Britax Marathon as a shower gift for my first some (2006). I have a lot of friends who use Britax and this came HIGHLY recommended to me. I loved the pattern, we are country at heart and the fabric is amazing. I have washed this seat SEVERAL times and it still looks like new. We used it for DS#1 as a rear facing when he got to big for our infant carrier, I do wish it had a tether specifically designed for the seat when it was rear facing but we made due. We used the tether and fastened it to the frame work of front seat along with securing the latch system....the seat didn't move an inch! DS#1 loved being in this bigger seat. when he was of age and big enough we turned the seat around forward facing and I loved how easy it was to install with the latch system. DS#1 is now almost 4 and about to move into a booster. We will now use this seat for DS#2 when he outgrows the infant carrier....I am sad this seat will expire while DS#2 is still using it but I plan to buy another Britax for him to use. Wonderful Product!!",baby products,car seats accessories,car seats,207
21153,B000ERNO0M,Slumber Pet Thermal Cat Mat,A329SLMZSQOZDD,0/0,5.0,1261872000,"I bought this bed for my dad's cat based on reviews I read here. It lives up to it's 5 star rating! As soon as my dad put the bed on the floor, his cat, Isabelle, rushed over to it, plopped down on it and refused to move! Take it from Isabelle",pet supplies,cats,beds furniture,52
18825,B0009T2CNA,"Freddy vs. Jason ""Killer"" Trivia",A2AZIQJGBLU7WN,1/1,4.0,1244678400,"I'm really into horror, and horror trivia is just really fun to me, so of course this game appealed to me. The game set-up is easy, roll a die to determine the level of difficulty on the question card, or to answer a Freddy vs. Jason question. Now, I know these franchises very well, especially NOES, but some of the questions are just downright difficult, which is nice, you never really want to just dominate in a game. There are multiple choice answers though, which still give you a chance on the really obscure questions. The game comes in a nice looking tin with Trivial Pursuit type cards for both franchises and a small deck of Freddy vs. Jason questions. The coolest part in my opinion are coroner report cards, which give you stats on a movie victim, and then you have to recall just how they died. I found these cards a bit more difficult on the F13 side because the kills were just more creative and stood out more with NOES. But if you are a fan of the movies, this will be a fun game for you. I guess the most difficult thing of all will be finding someone to play with. A fun game, just not one you can play a lot.",toys games,games,board games,216
21034,B0009ZBKG4,Premier Easy Walk Harness,A3L22BK5NJDR2O,1/1,3.0,1261180800,"We never could get our one year old puppy to wear a Gentle Leader. This is much easier to use and works well for what we wanted which was to stop him pulling so hard on walks. We had trouble finding one that fit well - this is a ""tweener"" and it's not perfect either - but also the straps keep loosening up and then he can pull again. I had to sew the straps in place.",pet supplies,dogs,collars,77
15800,B00092CXAO,Bob The Builder Chainsaw Playset,A1XKRXW9IUDB0U,3/3,1.0,1225497600,"The case, which folds open to form the ""mountain"" is flimsy, and the tracks connect poorly with the mountain. The ""interactive roadway play area"" is virtually impossible to stay together for more than a minute (assuming one can actually get the tracks to connect with one another).Within minutes the boys grew frustrated with the set coming apart, so now play only with the bulldozer as a stand-a-lone toy.If you are considering buying this.... don't!",toys games,action toy figures,playsets,74
3578,B00005M06H,Lumiscope Professional Self-Taking Blood Pressure Kit with Separate Stethoscope,A8R0MSHWVTFG6,5/6,3.0,1105747200,"Works fine. Readings match doctor's office and devices in pharmacies for customer use.BUT, if the machines in pharmacies sometimes fail to give you a reading at all, you may not be able to hear the pulse on this stethoscope.The product works fine for me. Useless for my wife (for reason noted above).",health personal care,medical supplies equipment,health monitors,52
6229,B0000532YP,Kiss My Face Soap Oz Bar Soap,A26HFSVLAGULIM,14/17,5.0,1142985600,"This ""All-Natural"" soap is the best for dry, sensitive skin that we've tried so far. It really is made with lots of olive oil which is why it is green, and it seems to be hypoallergenic too! The real bonus comes in the form of the fresh moisturized feeling one gets with each use. The perfumes and other additives which are NOT in this soap are NOT missed. For us, this has become the soap for most applications, with Lava being reserved for grease or stains.In our experience, using this soap for just a month or so will greatly alleviate chronic dry skin, and this is even more obvious on men than women. Using this ""Pure Olive Oil Soap"" for baths and showers really puts its moisturizing effects into overdrive, something that I expected but which really surprised and impressed my husband.Now everyone in our household wants this incredible soap in a liquid with a pump action! Now, if only they will make one!?BOTTOM LINE",beauty,bath body,cleansers,165
39029,B00028LGDK,Smoked Montreal Beef Brisket 3 1/2 lbs.,AHYRTWABDAG1H,0/0,5.0,1340755200,"Before I post my review, I'll state the following:I've never been to Montreal so I can't compare this to the meat found in an actual Montreal, Quebec deli.This product is from the USA, but at least according to wikipedia it's from an area of the USA that does produce a ""true"" Montreal beef brisket, although the article also implies that some feel that only brisket from Montreal is the ""true"" Montreal beef brisket.Give the two items above, I found this product to be excellent. Smokey without being overpowering, tender and quite fresh despite being sliced and then vacuum sealed. The pepper along the edges of each slice add a bit as well, but again it's far from overpowering. This works well, cold or warm as a sandwich meat, or heated as sliced meat on a plate.Product shipped very fast, and was well packaged. Despite my getting home late and thus the package sitting for nearly 2 hours (I'm single and I couldn't arrange for someone to pick it up for me) it was still quite cold, being packaged in (if memory serves) a styrofoam box with ""blue ice"" (not the actual brand, but something similar, a gelled ""ice"" that is at least in theory reusuable). As currently advertised as of June 2012, it was in (again if memory serves) individual one pound packages and again both pre-sliced and fully cooked. Fat content is fine in my opinion, although I haven't tried making an au-jus with it like apparently one reviewer did when he possibly mistook this for pastrami (he doesn't mention au-jus, but does mention a ""pastrami dip""). The one time I did reheat it though, I didn't see enough ""drippings"" to make anything like an au-jus.Anyway, when I do run out I'm going to consider this product again. It's of fine quality and is shipped very well.",grocery gourmet food,meat seafood,beef,308
37979,B000KONYPY,L'Oreal Dermo-Expertise Advanced RevitaLift Night Cream Complete Anti-Wrinkle & Firming Moisturizer Facial Treatment Products,A3V1PYL2CPXNKB,0/0,5.0,1336694400,"This product performed as claimed on package. Immediately my face had a ""glow"" and my face and my neck flesh has been plumping up and looking younger the longer I've used it. The smell others have mentioned does not bother me. After I'd been using it for a month a friend was complaining about her ""wattles"" so I told her about this and she is very pleased now (2 months later) with how her throat looks.",beauty,skin care,face,76
3429,B0002I9RKO,Care Bear King Funshine & Friends Singing,AUXDW460P1COS,0/0,3.0,1103932800,"My daughter wanted this toy because she thought it sang the theme song "" If I never come home I'll become a king"" not the all I wanna do is make him laugh and he only sings one song very disapointed that song is getting very old very quick",toys games,stuffed animals plush,teddy bears,49
12611,B000HV0XLS,Alex Toys My Art Expandable File,A1JGAQEBVNQ4L,1/1,5.0,1201478400,"This is a great storage piece for art of all sizes! It's bright so it really catches the eye for our little one. She loves to put her ""art"" projects in all the different compartments. I would recommed this. My little one is only 3 and she can do projects all day so to have somewhere she can put them is helpful to me as well.",toys games,arts crafts,unknown,66
15092,B0002643LO,Pampers Baby Dry Diapers (Packaging May Vary),AZ5M9LPYD3WU5,0/0,5.0,1220400000,"These are the best dipers which I have experience it on my kid so far. They are little overpriced, but for the reason, trust me.I am very satisfied with these dipers and definately I will keep buying them.",baby products,diapering,disposable diapers,38
25539,B000NUTUMQ,Olay Olay Age Defying Anti-Wrinkle Night Cream,A2R6G4MSK71KHZ,0/0,1.0,1287792000,"I have dry / combination skin.When I 1st used this I got small, irritating bumps that were the same color as my skin. I thought that my skin was just breaking out so I was sure to pamper it with thorough cleansing and continued to use this about 2-3 more times and each time I saw more of the suspicious bumps appear. They didn't look like acne to me, they looked like my skin was having a allergic reaction to something I put on it and the pharmacist at CVS agreed with that notion. I stopped using this and kept treating my skin with the addition of topical cortisone and a oral anti-histamine to my routine. That same day the irritating feeling and bumps slowly but surely started to go away. With in I'd say 3-4 days the bumps were completely gone! Fast forward about 1 month later silly me wanted to be SURE this was what caused my reaction (and not a cheaper detergent I started using around the same time I initially broke out) so 2 days ago I smeared some more of this stuff on and when I woke up the next morning...whoomp there they were, more of the same small, iritating bumps. I have never had a problem with beta hhydroxy acid and wanted to like this product but my skin just won't accept it.",beauty,skin care,face,229
12635,B000GGD3O8,North States Supergate Auto-Close Metal Gate,A3ELP2H0N3ZAX1,119/120,3.0,1201737600,"After a long search for a quality top-of-stairs gate, this is what I decided to buy. Although it works OK it could be better.Two things really bother me about this gate. First, Amazon is selling it as a pressure-mounted gate. This isn't exactly true. While technically it is pressure-mounted, you also need to use the cups that come with and either stick them on or screw them into the wall. This gate is not designed to have a firm mount, it uses hand wheels to adjust tension. As a result, it's not sturdy enough to use without the wall mount cups, meaning you won't be able to move it around much. The hand wheels are ""tamper proof"", basically meaning that they are a pain to loosen. Since this gate can't be set up in multiple places easily anyway, this shouldn't be a problem. Nevertheless, I would prefer wrench-adjusted tension for a more secure fit and the ability to mount the gate without the cups. This would require a redesign, as it doesn't take much pressure to close the gap at the top when installing (compared to true pressure-mounted gates).Second, I thought this gate was made in the USA. This statement is prominently displayed on North State's website today. But it is actually now made in China. This was a factor in my decision and I don't appreciate inaccurate websites.Now, to the details. This gate was easy to setup and did not require any tools. Previously I had purchased a Summer Infant Extra Tall gate but returned it because I was not satisfied with the gate mechanism. I couldn't get it to operate both smoothly and safely at the same time. The release mechanism on this North States gate works very well. The auto-close feature also works well. However, whether or not you will like that feature is another thing.It became immediately apparent that the auto-close feature can be a pain in a high-traffic area. Keep in mind this gate is not easy to remove, so once installed you will need to open it each and every time you go through it unless you rig up your own doorstop to hold it open. The main advantage is that it will always be closed, and that makes it safer. I prefer the safety, but I can see where some people might get annoyed.It also closes with a fairly loud clang, which can be a nuisance when you have a sleeping baby. The metal latch is pulled into place by a magnet so even if you manually close the gate, it will probably clang, although sometimes you get lucky and it doesn't. A little duct tape over the magnet helps.Another thing to keep in mind is that since this is a top-of-stairs gate, it will only open in one direction and it cannot be setup to operate in both directions at the same time.As with all pressure-mount gates, there is a steel bar at the bottom of the gate that you will need to step over.All in all, this is still the best top-of-stairs gate I have been able to find. It does the job I need it to. But obviously it isn't the most flexible gate and there is a lot of room for improvement. If you don't need a top-of-stairs gate, I would recommend The First Years Hands Free gate, which we use in our kitchen. But please remember that if you need a gate at the top of the stairs, there are only a handful available that are designed for this, and they are all hardware mounted.UPDATE 8/11**********************A commenter has stated this gate now opens in both directions, which would make it unsuitable for top of stairs use. I don't know if the design changed of if the commenter has a slightly different model, but buyer beware.",baby products,safety,gates doorways,637
16642,B0000683A4,Snap Circuits SC-300,AOO6F3OFZTDAZ,0/0,5.0,1231200000,"I bought 2 of these based on the positive reviews for Christmas, one as a gift and the other for my 12 year old son. He has had a lot of fun putting the projects together. They are great and he can do them by himself. They also work and seem very durable. This is an excellent product and well worth the money.",toys games,learning education,science,63
26911,B00061MWOK,Andis CeramicEdge Blade 10,A6BSP6V3V5SRZ,12/12,5.0,1294012800,"I bought this blade as a replacement for my original, non-ceramic unit that I allowed to rust. I use this for shaving my house cats and the issue with the previous unit was the heat. After about 10 minutes of work, the blade would be hot enough to irritate the cat.With this new blade, however, it never gets warm. It also cut right through the coat on both cats with ease. Once of the two has a very fine undercoat, but that was not an issue for this blade.I am very pleased with my purchase.",pet supplies,cats,grooming,95
22346,B000EBZ7XK,Olay Regenerist Eye Lifting Serum,A2ZV4X5FFYBOIZ,0/0,5.0,1268006400,"I have been using Regenerist for about 8 years and I would not be without. You cannot beat the price at Amazon. It's extremely effective for under the eye and I am told that I don't look my age, and Regenerist is definitely one of the reasons for that. Highly recommend this great product. AMAZON ROCKS!",beauty,skin care,eyes,56
34006,B0000C69GA,"Tazo Iced Black Tea Filterbags, 1-1/4-Ounce Filterbags (24-Count Total)",A81XQAHMQMROH,4/4,1.0,1323388800,This has always been my favorite blend for ice tea. The last filterbags lacked the aroma of the original Tazo ice tea and proved to not have the flavor. It tasted like cheap black tea.I won't purchase this product again.,grocery gourmet food,beverages,tea,40
36570,B000GKY2CQ,Melissa & Doug Deluxe Wooden First Vehicles Set,A3VYED194RT9UM,0/0,4.0,1331337600,"I bought these for my son when he turned one. They are solid and sturdy unlike a Fisher Price plastic set of vehicles I bought for him, and he loves them. I gave this toy four stars, because he likes the propeller on the plane, but the plane doesn't roll smoothly the way the car and the truck do. But the amount of playing he has done with the car and the truck over the last three months more than makes up for his lack of interest in the plane.",toys games,vehicles remote control,vehicle playsets,90
37708,B000FYZMYK,"Omron HBF-306C Fat Loss Monitor, Black",AN0LQPTU02IH7,0/0,4.0,1335571200,"My personal trainer and trainers at a separate gym both used this product to measure my progress, so I was already familiar with how to use this measurement tool. I find this product to be a more accurate measure of my body fat than my regular scale with bmi, body fat, and water percentage.",health personal care,medical supplies equipment,health monitors,54
20933,B0006L2TCA,"90 DAY TICK COLLAR (AMITRAZ) 18"" - UP TO 60 LBS",A32S2RYME0E9W6,1/1,5.0,1260662400,"About two months ago I suddenly realized my three dogs were infested with ticks. I had never found more than one tick on any pet, so I was overwhelmed with the literally hundreds of ticks of all sizes I was picking off my dogs. They had also infested my house. I bought these collars and put them on my dogs while they still had some ticks on them. Within a few days, I could find no more ticks on the dogs or the house. I just wish these were sold in stores. I will be buying these regularly from now on!",pet supplies,dogs,health supplies,101
26498,B000Q7AH3W,Omega Paw Tricky Treat Ball,A3AI7AIBSWE5GC,1/1,5.0,1292544000,"I noticed my puppy, a 6 month old Border Collie/Pointer/Lab mix, was inhaling her dog food from a bowl. I am trying to provide a variety of items to put her mesls in to prevent it. I put 1/2 cup of food in this ball. We also throw it across the room and chase it down when it's empty. She as fun with it. When there is only a few kibbles left they don't drop out as easily.We also put 1/4 cup of food in Premier Twist and Treat Dog Toyhttp://www.amazon.com/Premier-Buddy-Twist-Treat-Small/dp/B0002I0RLW/ref=pd_ys_home_shvl_110 which she likes because she doesn't have to do much but push it with her nose.Reagan is happy to work for her food and if I put food in her bowl and fill up a few toys with the rest of her food she goes for the toys fist every time. Reagan is about 26 pounds so far and I got her the large. She can pick it up with her mouth and give it a throw but she can't carry it around quite yet.",pet supplies,dogs,toys,176
6078,B000B6MLZ0,Tiny Love DVD MagIQ - Tiny the Dog,A10SNH818K3TDA,7/7,5.0,1141430400,"My daughter is 5 months old and absolutely loves this DVD and the dog.She watches it while she is in her Jumperoo and bounces like crazy when the DVD is going. She also smiles real big when the animals come on screen.My son, who is 3 loves it as much as she does so I am gonig to get him the older version of it, the cow. I am very excited to see how great that one is. He totally interacts with it while it is playing, it's great.Side Note:For those who are having trouble getting the light to stop blinking make sure to turn up the volume on the t.v. so that it can register in the animal. After the blue light stops blinking turn the volume down and it will work fine.I thought mine was broken at first until I read the trouble shooting page that said to turn up the volume on the t.v. (kind of loud). Then, again like I said earlier turn the volume down after the light stops blinking and it will work fine :).I highly recommend this toy!",toys games,baby toddler toys,unknown,185
28371,B000PY14GK,"KIDS 'N' PETS Brand Stain & Odor Remover, two pack 32 fluid ounces (64 ounces total)",A361UFUJJIJU3C,0/0,4.0,1299974400,"This product is well worth the cost. It is a little more expensive than the regular upholstery and carpet cleaners, but it has the added enzyme and natural citrus. Which is the one thing needed to really do away with an odor or stain. My daughter had an accident on the couch while we were potty training and even after I had used two other products on the stain Kids N' Pets still got the odor out. I have also used this on a rug that our puppy had an accident on. The next thing I am going to tackle is the mattress...(another accident). I am confident that this product will once again prove itself worth the purchase.",pet supplies,cats,litter housebreaking,118
29831,B000BIUHDQ,Ultra Body Wrap Kit 64oz (32 treatments),A1DC857UIXW6NR,5/7,2.0,1306627200,"When I read the ingredients in the slenderizing cream, I did my homework. While this product might be great for smoothing & toning skin, it is NOT intended for weight loss...especially those of us who need to lose more than a few inches. I followed the instructions exactly as indicated in the booklet provided & lost 0 inches! Rubbing a clay and oil mix followed by using wraps to compress your skin has nothing to do with removing waste surrounding your cells. It's simple biology; only your liver & blood have the ability to perform that process. Only diet & exercise helps you lose those unwanted inches ladies! Do not waste your money! Trust me, if you want to spend $100 on body wraps, go to a spa! Than at least you don't have to do the work!",beauty,bath body,scrubs body treatments,138
